TCGA-05-4244    0.51952
TCGA-05-4245    0.501141
TCGA-05-4249    0.496991
TCGA-05-4250    0.478908
TCGA-05-4382    0.491464
TCGA-05-4395    0.509177
TCGA-05-4396    0.494633
TCGA-05-4397    0.484564
TCGA-05-4398    0.505849
TCGA-05-4402    0.479964
TCGA-05-4403    0.494891
TCGA-05-4405    0.494207
TCGA-05-4415    0.512208
TCGA-05-4417    0.513648
TCGA-05-4418    0.476447
TCGA-05-4420    0.481122
TCGA-05-4422    0.52459
TCGA-05-4424    0.495255
TCGA-05-4426    0.490349
TCGA-05-4427    0.484818
TCGA-05-4430    0.484726
TCGA-05-4432    0.492149
TCGA-05-4433    0.480636
TCGA-05-4434    0.471161
TCGA-35-3615    0.488152
TCGA-35-4122    0.491207
TCGA-35-4123    0.508755
TCGA-35-5375    0.505848
TCGA-38-4625    0.505587
TCGA-38-4626    0.494503
TCGA-38-4627    0.490853
TCGA-38-4628    0.482177
TCGA-38-4629    0.501641
TCGA-38-4630    0.489919
TCGA-38-4631    0.49188
TCGA-38-4632    0.499999
TCGA-38-6178    0.480359
TCGA-38-7271    0.502635
TCGA-38-A44F    0.49068
TCGA-44-2655    0.487804
TCGA-44-2656    0.487817
TCGA-44-2657    0.494677
TCGA-44-2659    0.501893
TCGA-44-2661    0.496964
TCGA-44-2662    0.487173
TCGA-44-2664    0.498067
TCGA-44-2665    0.507908
TCGA-44-2666    0.495571
TCGA-44-2668    0.488363
TCGA-44-3396    0.514913
TCGA-44-3398    0.492855
TCGA-44-3917    0.497154
TCGA-44-3918    0.502197
TCGA-44-3919    0.49286
TCGA-44-4112    0.498188
TCGA-44-5643    0.496555
TCGA-44-5644    0.490112
TCGA-44-5645    0.48823
TCGA-44-6144    0.490724
TCGA-44-6145    0.509554
TCGA-44-6146    0.480943
TCGA-44-6147    0.481843
TCGA-44-6148    0.496289
TCGA-44-6774    0.499862
TCGA-44-6775    0.487635
TCGA-44-6776    0.502353
TCGA-44-6777    0.50413
TCGA-44-6778    0.508388
TCGA-44-6779    0.506683
TCGA-44-7659    0.494173
TCGA-44-7660    0.500354
TCGA-44-7662    0.495066
TCGA-44-7667    0.488602
TCGA-44-7669    0.489338
TCGA-44-7670    0.491462
TCGA-44-7671    0.500058
TCGA-44-7672    0.488424
TCGA-44-8119    0.505999
TCGA-44-A479    0.492354
TCGA-44-A47A    0.486934
TCGA-44-A47B    0.497508
TCGA-44-A47F    0.482251
TCGA-44-A47G    0.50172
TCGA-44-A4SS    0.488147
TCGA-44-A4SU    0.485026
TCGA-49-4487    0.482528
TCGA-49-4490    0.493579
TCGA-49-4494    0.491244
TCGA-49-4501    0.478961
TCGA-49-4505    0.486175
TCGA-49-4506    0.503669
TCGA-49-4507    0.492132
TCGA-49-4510    0.503718
TCGA-49-4512    0.488853
TCGA-49-6742    0.504525
TCGA-49-6743    0.495817
TCGA-49-6744    0.484549
TCGA-49-6745    0.50371
TCGA-49-6761    0.487278
TCGA-49-6767    0.501784
TCGA-49-AAQV    0.493113
TCGA-49-AAR0    0.498889
TCGA-49-AAR2    0.484161
TCGA-49-AAR3    0.490579
TCGA-49-AAR4    0.492601
TCGA-49-AAR9    0.501259
TCGA-49-AARE    0.489655
TCGA-49-AARN    0.481868
TCGA-49-AARO    0.482156
TCGA-49-AARQ    0.475813
TCGA-49-AARR    0.498573
TCGA-4B-A93V    0.489853
TCGA-50-5044    0.490755
TCGA-50-5045    0.481956
TCGA-50-5055    0.486966
TCGA-50-5066    0.490123
TCGA-50-5066    0.505847
TCGA-50-5068    0.490153
TCGA-50-5931    0.489863
TCGA-50-5939    0.493884
TCGA-50-5942    0.489712
TCGA-50-5946    0.493763
TCGA-50-6590    0.501779
TCGA-50-6591    0.479402
TCGA-50-6593    0.508329
TCGA-50-6594    0.49896
TCGA-50-6597    0.498636
TCGA-50-6673    0.501418
TCGA-50-7109    0.498571
TCGA-50-8457    0.510341
TCGA-50-8459    0.495002
TCGA-53-7624    0.493017
TCGA-53-7626    0.497199
TCGA-53-7813    0.488101
TCGA-53-A4EZ    0.507162
TCGA-55-1592    0.480121
TCGA-55-1594    0.502205
TCGA-55-1595    0.509885
TCGA-55-1596    0.501366
TCGA-55-5899    0.493837
TCGA-55-6543    0.481722
TCGA-55-6642    0.485051
TCGA-55-6712    0.546239
TCGA-55-6968    0.483728
TCGA-55-6969    0.49004
TCGA-55-6970    0.484104
